model,ctx_at_end,n_migrations,first_migration_step,first_migration_to,first_migration_kv_GB,tail_static_ms,tail_adaptive_ms,tail_reduction_pct,p99_static_ms,p99_adaptive_ms,total_static_ms,total_adaptive_ms,total_overhead_pct,lookahead_steps
tinyllama-1.1b,200000,1,59,HBM,0.004212736,1.5446001862686567,1.5446001862686567,0.0,1.5311593089910447,1.5311593089910447,174399.5374150029,174399.5374150029,0.0,16
llama-2-7b,65792,1,65409,DRAM,34.360262656,1011.8218808043548,538.1050243337666,46.81820639162337,11.412304889122387,11.412304889122387,546211.36584143,546211.36584143,0.0,16
